channel_id,channel_title,channel_description,Category,subscribers,total_views,total_videos,total_likes,Individual_company_brand
UCObs0kLIrDjX2LLSybqNaEA,Great Learning,"Great Learning is a global ed-tech company that provides professional and higher education programs, with a focus on online and blended learning. They offer courses and certificate programs in various domains like AI, Gen AI, technology, data science, and business, often in collaboration with top universities, including IITs, MIT Professional Education, Texas McCombs at UT Austin, JHU, Northwestern University, Deakin University & many more. Their goal is to help professionals enhance their skills and advance their careers. 

Great Learning aims to make quality education accessible to anyone who wants to learn. Great Learning Academy (https://www.mygreatlearning.com/academy), our commitment to aid free learning, offers 1200+ completely FREE courses in the most in-demand job domains. In addition to videos, you can earn certificates of completion, do assignments and projects, attend live sessions and interact with top faculty & industry experts.
",Data Science,980000,75180907,2253,,Company/brand
UC_fyAp919RnkKmBrMXGwnUQ,Google Career Certificates,"New course alert! Make AI Work for You is available now.

",Data Science,692000,315933077,1041,,Company/brand
UCs5Y5_7XK8HLDX0SLNwkd3w,Visual Studio Code,"The open source AI code editor

Free download and documentation: https://code.visualstudio.com",Diverse,881000,86579283,1283,,Company/brand
UCZf_9SblvM8iTTkouFEcHtA,Marina Wyss - AI & Machine Learning,"Senior Applied Machine Learning Scientist at Twitch/Amazon helping you with your AI/ML/Data Science career.
",Data Science,103000,2868655,75,,Individual
UCEBpSZhI1X8WaP-kY_2LLcg,365 Data Science,"All AI & data courses�77% OFF until Dec.1. 
At 365 Data Science we make #DataScience accessible to all by providing the highest quality online data science education. Our courses are designed to build up your skill set from beginner to job-ready, regardless of your current level, background education, and experience.

Our data science program helps students and young professionals embark on a career as a data scientist. Demand for qualified data scientists is at an all-time high and traditional degrees are simply too expensive, time-consuming or rigid to meet the majority of needs. Our mission is to close that gap. 

We provide high quality, affordable training to open new opportunities for students and professionals all over the world. 
We constantly improve our program offering and the customer experience.
We�ve Helped More than 1 Million Student differentiate themselves by providing them with:

Ready to Start Your Career?
",Data Science,363000,16695749,273,,Company/brand
UCWB6r6WZT1Q7dd_gK-yHCMA,Hire Ready,"Hi Tech dudes ! Thanks for checking out. I am Benisha with 2 years of experience in Data science and AI Training. I love Data science and I started AI Learning since my 3rd year of college. So with 4 years of experience in working with data and 2 years of experience in Teaching AI and Data science to graduates and working professionals in software industry -"" Who need a switch in career"".

Why I started this channel is because I love AI and Data science. A lil bit mad about it??. I want you guys to have fun with learning. This channel's motto is to prove you guys - ""Working with AI and Data Science is dailydose of playing with data, business and numbers"" - Final Outcome : "" Business Growth"". 

Vibe matched? - Hit subscribe to ""Hire Ready""! Let's play with Data. Build systems that makes life easy!


I hope this AI full course in youtube becomes your favourite best youtube channel that posts AI full course in Tamil?? and AI full course in English??. ",Data Science,11100,230793,201,,Company/brand
UCjXd5MAsvEnCbzKlXdCYYKw,Data Engineer Academy,Learn the EXACT method to transition into data engineering in less than 90 days and increase your compensation by 20-100%,Data Science,14300,1515185,915,,Individual
UCSpJ1qKyNEWofOlkW5Hs55g,Datademia,"?? �Quieres convertirte en analista de datos y acceder a una de las profesiones m�s demandadas?

En Datademia, te ense�amos de forma pr�ctica y desde cero con nuestros Bootcamps y M�sters en espa�ol. 

?? Domina los datos y transforma tu futuro. 

?? Empieza gratis con nuestros cursos introductorios y descubre c�mo usar herramientas clave como Excel, Google Sheets, SQL, Python y m�s. 

?? Aprende con nosotros y trabaja como analista de negocios, analista de datos, cient�fico de datos o ingeniero de datos, profesiones que est�n revolucionando el mundo.

?? Suscr�bete y empieza tu camino en datos hoy. 

�El futuro te espera! ??????",Not Available,30500,2718629,1010,,Individual
UCwr-evhuzGZgDFrq_1pLt_A,Error Makes Clever,"Empowering developers to level up their skills through training in software development technologies?????
Join our community today !
",Diverse,1150000,109485829,419,,Individual
UC8_RSKwbU1OmZWNEoLV1tQg,Data with Baraa,"Hey, I'm Baraa, a Data Engineer with over 17 years experience, Ex-Mercedes Benz, where I led and built one of the biggest data platforms for analytics and AI.

Now I�m here to share it all through visually explained courses, real-world projects, and the skills that will get you hired. I�ve helped millions of students transform their careers.

If that sounds interesting, consider subscribing! See you in the next video
",Data Science,226000,10935703,354,,Individual
UCo7EHzKF2zDFWszw7Dg4mPw,Alura,"Sauda��es Dev! ?

Que bom ter voc� aqui no canal da Alura, a maior escola de tecnologia do Brasil!

12 anos transformando a comunidade tech do pa�s. Prepare-se para o pr�ximo n�vel da sua carreira em tecnologia!?

Aqui no nosso canal voc� encontra todos os conte�dos para mergulhar com profundidade e navegar em todas as �reas da tecnologia: programa��o ??, IA ??, ci�ncia de dados ??, UX e design ??? e muitos outros temas ??

Aproveite e visite o nosso site e nossas redes sociais para ficar por dentro de tudo! ??
",Data Science,499000,33041487,1570,,Individual
UCtoNXlIegvxkvf5Ji8S57Ag,Lore So What,"Ciao ?? I�m Lore and I�m a Self-Taught Data Analytics Lead working at Amazon.

My goal is to craft the ultimate learning resources to help you break into and thrive in the exciting world of Data Analytics and Data Science ??

While doing this, I will do my best to remove the fluff and answer the SO WHAT question ??

?? Get in touch
loresowhat@gmail.com
",Data Science,130000,2941136,281,,Individual
UC5TOFhyb_LxL2VG_Zenhpzw,Thai PBS,,Not Available,10200000,4884621656,174080,,Individual
UC0T6MVd3wQDB5ICAe45OxaQ,WsCube Tech,"WsCube Tech is Vernacular Upskilling platform revolutionizing the way you learn & develop your career skills.??

We understand the challenges faced by job aspirants in our country. With limited resources and lack of top-notch skill mentorship in native language, many talented individuals miss out on global job opportunities. That's where WsCube Tech steps in.??

??Our mission is clear: 

�To bridge the gap in India's upskilling ecosystem by providing tech-enabled & job-oriented training programs in vernacular languages.�

We believe that language should never be barrier to learning anything.

With WsCube Tech, you'll gain hands-on skills that make you globally competitive. Our courses are designed to prepare over 100M career aspirants for the 'Bharat' of future. ??

??Subscribe & join us on this transformative journey. Learn: 

? Digital Marketing
? Web/App Development
? Cyber Security
? Python 
? Data Science/Analytics
? Programming 

??For inquiries, call on +91 9269698122, 9024244886
",Diverse,4200000,399146870,5880,,Company/brand
UC2MYZHG8a56u4REI2RedtRA,KaaShiv InfoTech,"IT jobs in Tamil - jobs hunter in tamil - Learn to Code � to teach people how to different technologies by way of clear and organized lessons. The guide covers a variety of topics, ranging from beginner to advanced skill levels.",Diverse,250000,34045368,2966,,Individual
UCpisqKhElAkvqs9lzhmjuAQ,Ribhu Mukherjee | Susmita Sen,"Tera software career hum banaenge!

Welcome to our YouTube channel where we share our experiences/learnings in software career, and help you build your software career. Here you will find:
??Tech resources/links for interviews, coding rounds
?? Offcampus oppurtunities/jobs
?? Career growth tips,tricks, guides

Practically everything you need to develop an awesome career in tech!

Who are we?
Ribhu Mukherjee is a GATE CSE Ranker, who has cracked IIT MADRAS, and currently a software engineer in Qualcomm RnD.
Susmita Sen has worked with 5+ startups with a variety of freelance work.

Thankyou for joining us in this journey.
",Diverse,8600,1363625,267,,Individual
UCgeOgQcMFGlWUuCe_xAGUeg,Career With Riwas ,"?? Welcome to Career With Riwas! ??
Hi, I'm Riwas .
I'm Your Career Coach

Your career dreams deserve a partner who inspires, guides, and helps you shine�and that's exactly why I'm here! On this channel, I bring you everything you need to unlock your potential and achieve your career goals.

No matter where you are in your career journey, you're looking for career advice, job tips, skill development, career guidance, or exploring courses, Career With Riwas is here to support you every step of the way. 

Subscribe today and start reaching your career goals with Riwas!

Hit the Like button ??
Share with your friends, family. 
Comment your valuable words. 
If it's helpful to you then subscribe Career With Riwas.

DM for further information ??
Thanks for giving your valuable time??

Your Career Compass ?? 
??Career With Riwas??

?? emailwithriwas@gmail.com
",Diverse,10900,8747496,379,,Individual
UCGPjzyzRdvg2RxfWVWOzsDA,Salary Transparent Street,"?? At Salary Transparent Street, we ask strangers, ""What do you do? How much do you make?"" to normalize financial transparency, close pay gaps, and help people learn and earn more.

?? Created by Hannah Williams and her husband, James Daniels, in April 2022 after finding out she was underpaid. Our mission is to normalize pay transparency and help workers learn (and earn) more.

?? Follow us on TikTok, Instagram, Facebook, YouTube, and LinkedIn for daily interviews!
",Diverse,212000,72360136,900,,Individual
UCDybamfye5An6p-j1t2YMsg,Mo Chen,"Data Analysis Lab - Build Your Data Portfolio in 30 DAYS: https://www.skool.com/data-analysis-lab
How I Built 50+ Data Projects in 90 DAYS: https://mochen.info/50-projects-90-days/
Join my newsletter: https://www.mochen.info

Sponsorships: enquiries@mochen.info

Hi! I'm Mo, and I help career switchers transitioning into Data Analytics. I'm a Data & Analytics Manager, and I've been working in the Financial and Banking Data space for 7 years now.
",Data Science,194000,7994335,279,,Individual
UCWv7vMbMWH4-V0ZXdmDpPBA,Programming with Mosh,"Hi! I'm Mosh ??, a software engineer with over 20 years of experience.  I'm all about clear, concise, practical coding tutorials � no fluff, just the good stuff! My courses focus on real-world projects and the skills that will get you hired. I've helped millions of students transform their careers. 

Want to level up your skills? Subscribe and hit the bell to get notified when I upload new videos!

For sponsorships: partners@codewithmosh.com
",Diverse,4870000,258371797,243,,Individual
UCh9nVJoWXmFb7sLApWGcLPQ,codebasics,"I am Dhaval Patel, an AI professional with 14 years of experience with big tech companies such as Bloomberg and NVIDIA. I am also a co-founder of AI services company AtliQ. The co-founder of this channel Hemanand Vadivel has 6+ years of DATA INDUSTRY experience in Europe. We teach data analytics, data science, and AI on this channel. All our content is highly relevant to the industry.

Visit https://codebasics.io/ for my video courses that teach technology most simplistically and practically!

For all Business and Sponsorship-related inquiries, don't hesitate to get in touch with business@codebasics.io.
",Data Science,1420000,146980946,1142,,Individual
UC8butISFwT-Wl7EV0hUK0BQ,freeCodeCamp.org,"Learn math, programming, and computer science for free. A 501(c)(3) tax-exempt charity. We also run a free learning interactive platform at freecodecamp.org",Diverse,11300000,924052775,2006,,Company/brand
UCteRPiisgIoHtMgqHegpWAQ,Sundas Khalid,"Hey! I am Sundas and I help you succeed in the data science and tech fields. 

I am a self-taught data scientist from non-tech background, currently at a FAANG company. I have been in the industry for over 10 years across two big tech companies as a high-performer (top 1%).

Data Science is the hottest job family but there are many unknowns. Over the years,  I have built knowledge on how to lead a successful career and love sharing it on this channel. I share tips for people interested in entering data science with the goal to democratize knowledge and make complicated topics digestible for everyone. 

All opinions on this channel are my own and do not reflect the opinions of the company I work for or have ever worked for in the past.
",Data Science,335000,42875401,312,,Individual
UCLLw7jmFsvfIVaUFsLs8mlQ,Luke Barousse,"What's up, Data Nerds! I'm Luke, a data analyst who loves making tutorials.

? If you have a question, drop a comment in any video. 

?? Email is for business inquiries only, please.


",Data Science,579000,29113541,165,,Individual
UCaDeziWjjPT2Q-Hz4BrmcbA,Natassha Selvaraj,"Hi, I'm Natassha.

I am a self-taught data scientist with a passion for content creation. I have worked with data at multinational firms and startups in various industries, like marketing, finance, and consulting. 

I believe that data, when used wisely, can inspire tremendous growth for individuals and organizations.

On this channel, I share data science and AI tips and tutorials to help you break into the field. 


",Data Science,37800,1183802,25,,Individual
UCmKaoNn0OvxVAe7f_8sXYNQ,Jovian,"We offer practical and industry-focused programs that help you learn technical skills, build real-world projects, and advance your career. 

Visit https://jovian.com to learn more!

",Diverse,60200,4364679,259,,Individual
UC0RhatS1pyxInC00YKjjBqQ,GeeksforGeeks,"Welcome to the Official Channel of GeekforGeeks, your one-stop destination for diverse tech education!

?? Tech Variety:
Explore Data Structures, Algorithms, Machine Learning(ML), Artificial Intelligence(AI), Software Testing, Python, Data Science, Web and App Development (Flutter, React JS, JavaScript, etc), and more.

?? Complete DSA Concepts and More:
Master not only Data Structures and Algorithms but all essential Computer Science topics. Perfect for both beginners and those looking to polish their skills.

?? Interview Insights:
Ace tech interviews with insights from real interview experiences, building confidence for your next opportunity.

?? Tech Trends Updates:
Stay ahead with our updates on the latest tech trends and industry insights.

?? For All Tech Enthusiasts:
Whether you're a student, a seasoned professional, or simply passionate about tech, our content is tailored for enthusiasts of all backgrounds!


?Join us on this tech journey! Subscribe Now! ?
",Diverse,1150000,184461351,3867,,Company/brand
UC_r6O_NeW84dt4AyUUVT5xw,UPES,"Established through the UPES Act, 2003, of the State Legislature of Uttarakhand, UPES is a UGC-recognized private university. As per the 2025 National Institutional Ranking Framework (NIRF), UPES has been ranked 45 in the University Category, while its School of Engineering is 43, the School of Law is 18, and the School of Business is 36,  in India. UPES has also been accredited by NAAC with a Grade �A�.
UPES offers graduate and postgraduate programs through its seven schools: School of Advanced Engineering, School of Computer Science, School of Design, School of Law, School of Business, School of Health Sciences & Technology, and School of Liberal Studies, with about 13,000 students and 1500+ faculty and staff members.
",Diverse,20600,151009387,1236,,Company/brand
UCDrf0V4fcBr5FlCtKwvpfwA,College Wallah,"Welcome to College Wallah Channel, the channel which will help you right from your college journey till your landing in your dream Job. You will get all the solutions for your college problems. Not only your problems,you will learn here each and every thing related to your college life. 
Are you thinking it's Just about College Life ?? Nooo, it's so much more than that!!! You will get all the necessary tips regarding your education, time management and even career guidance. Roadmaps to achieve Big and Grow higher directly from the Pro personalities and experts of the industry. Not the Just Experienced ones, Younger ones of your age with a lot of experience. Everything at a single place!!! Let us Help you to get the success from the bottom till you reach your destined heights.
",Diverse,981000,119629265,1460,,Individual
UCsvqVGtbbyHaMoevxPAq9Fg,Simplilearn,"Simplilearn is the world�s leading online training provider and has helped over 8 million professionals, and corporations acquire the skills they need to succeed in the digital economy. From artificial intelligence to cyber security, and from product management to software development, we work with the world�s leading universities, technology companies, and certification bodies to bring you the latest skills tied to the most rewarding careers. Whether you�re a recent graduate, seasoned professional, senior executive or manager looking to upskill your organization, we have the program for you. 
",Diverse,5720000,492777964,10177,,Company/brand
UCxX6KabxbGpk9Be57xMktRQ,LearnTube,"LearnTube (Formerly CareerNinja) is a Gen-AI career companion that has helped over 2.7 M+ youth accelerate their careers.??
 
Backed by Google and recognised by top publications including CNBC-TV18, Times of India, Inc42 and more, LearnTube offers affordable, accessible, and personalized AI-led courses for life-changing outcomes. ??

Our platform includes:
?? Personalised, Live, 1:1 AI-led interactive learning
?? Top 1% content curated by experts from around the world.
?? 200+ skills in Data Science, Web Development, Digital Marketing, Design, Business, and more.
?? Industry-verified certifications and badges to showcase your skills.
? Guaranteed doubt-solving with 200+ industry professionals.

We also provide interactive cohort-based learning, placement support bootcamps, and job matching with 900+ hiring partners.??
",Data Science,13600,3025667,720,,Company/brand
UCNUFterLJ9vpFZZ0try7sLA,SOMOY TV Bulletin,"""SOMOY TV"" is the Most Popular News Based TV Channel in Bangladesh.  

""SOMOY TV"" is the Bangladesh Government Approved Most Popular Reliable News Source and Leading 24/7 News Based TV Channel in Bangladesh by Company Name : ""SOMOY Media Limited"".

We are using Multi-screening Digital Technology where Audience can watch 'SOMOY TV'  through Satellite Feed, Live Streaming, Website, any kind of Mobile Device, OTT, Smart TV etc.  

Somoy TV has the sole rights of all contents and it does not give permission to any business entity or individual to use these contents except ?SOMOY TV (SOMOY Media Limited).

Website: http://www.somoynews.tv
Facebook: http://www.facebook.com/somoynews.tv
Twitter: http://www.twitter.com/somoytv 

#somoytv #somoynews #somoytvbulletin #news #banglanews 
",Diverse,9210000,3479995315,84574,,Company/brand
UCQvDQMRwjUJauII1qe_XphA,Rafa Gonzalez Gouveia,"hola mundo! soy Rafa y trabajo como Data Scientist. En este canal aprendemos programaci�n DATA SCIENCE con R y Python. Te ayudo a completar tus proyectos en Ciencia de Datos. Espero con este contenido ayudarte a conocer m�s la profesi�n de cient�fico de datos para ayudarte a decidir si esto puede ser para ti.

 - OK Rafa ch�vere/chido/guay, pero de que va tu canal?

En este canal va de data science o ciencia de datos y programaci�n computacional, en particular sobre:
* An�lisis de datos 
* gr�ficas 
* visualizacion 
* R 
* Python 
*  Modelos estad�sticos 
* Cient�fico de datos o data scientist

Si te interesa el mundo de data science este es tu canal, porque voy a ense�arte lo que s� sobre ciencia de datos.

Recuerda suscribirte para tener m�s informaci�n que ir� publicando en los nuevos videos!

Espero que el contenido de este canal sea de utilidad para tu desarrollo profesional seas estudiante o trabajes en ciencia de datos! Te mando un saludo donde quiera que est�s!",Data Science,79500,5067305,112,,Individual
UCKWaEZ-_VweaEx1j62do_vQ,IBM Technology,"Whether it�s AI, automation, cybersecurity, data science, DevOps, quantum computing or anything in between, we provide educational content on the biggest topics in tech. Subscribe to build your skillset, learn about new trends, and gain insights from IBM experts. 

This channel follows the IBM Social Computing Guidelines.

",Diverse,1470000,98237377,1475,,Company/brand
UC3ad_iYh770-UWICfTI50BQ,Ruchi Awasthi,"Everyday rants and how I deal with them. A typical 9-5 person, living her real life after 5, lol!

",Diverse,6500,2024134,39,,Individual
UCxladMszXan-jfgzyeIMyvw,Rob Mulla,"Learning is fun when you are driven by curiosity. I create videos that showcase what is possible with data science and programming, hopefully sparking that very curiosity.

I try to take a diverse approach to the content I create:
- Short videos that teach one specific concept.
- Tutorials that show what is possible with various python packages or machine learning models.
- Live coding streams where the topics are driven by the chat and community.

Links to my stuff:
* Youtube: https://youtube.com/@robmulla?sub_confirmation=1
* Discord: https://discord.gg/HZszek7DQc
* Twitch: https://www.twitch.tv/RobCodesLIVE
* Twitter: https://twitter.com/Rob_Mulla
* Kaggle: https://www.kaggle.com/robikscube
* Instagram https://www.instagram.com/datasciencerob/reels/
",Data Science,216000,15271185,166,,Individual
UC-e2aGRMGMl67MDJoqcj19Q,Eye on Tech,"Eye on Tech focuses on the latest business technology and IT topics, including AI, cybersecurity, networking, cloud, storage, sustainability and more. Programmed strategically to inform the business tech buying cycle, Eye on Tech features insight and commentary from the writers, editors and experts from TechTarget's editorial department. ",Diverse,124000,23254761,1425,,Individual
UC2WFenh004M5FeEzTYo75tA,Afi Global Education,"Afi Escuela ahora es Afi Global Education.

Afi Global Education, desde 1994, es un centro de formaci�n de referencia, especializado en econom�a, finanzas, tecnolog�a, sostenibilidad y gesti�n del talento.

A lo largo de estos a�os, hemos contribuido a la incorporaci�n al mundo financiero de reci�n licenciados, a trav�s de nuestros programas m�ster, hemos apoyado el desarrollo directivo de profesionales, tanto de entidades financieras como de grandes empresas industriales y hemos dado respuesta a las necesidades de formaci�n de los departamentos de recursos humanos de m�s de un centenar de compa��as.

La formaci�n que se imparte en Afi Global Education tiene un rasgo diferenciador: su car�cter eminentemente pr�ctico. Contamos con un cuadro de profesores integrado por profesionales de reconocido prestigio que a�nan una doble condici�n, rigor acad�mico y conocimiento pr�ctico aplicado. Este sello diferenciador confiere a nuestros programas su elevado nivel t�cnico.
",Diverse,29900,3202355,692,,Company/brand
UCoincaYNa5FBdi-I5oqHAMw,LeCoinStat,"LeCoinStat est une cha�ne ayant pour but de vulgariser les m�tiers du monde de la data.
Vous trouverez sur cette cha�ne des vid�os sur:

-Des concepts et m�thodes du monde de la data;
-Des tutoriels sur des logiciels utilis�s pour travailler sur les donn�es;
-Des interviews avec des professionnels de divers secteurs d'activit�;
-Des conseils pour obtenir un emploi, un stage, une alternance etc.


",Diverse,65200,3531525,776,,Individual
UCfsND7mZbiAbqZYjyT5V26g,INTTRVU,"At INTTRVU.ai, we're your dedicated partners in data science success. Our YouTube channel offers simplified tutorials covering data science, machine learning, data visualization, python and more for all levels. Elevate your interview skills from resumes to mock interviews. Boost confidence and achieve your dream data science career! 

?????????? ??????????????.????�?? ???????? ?????????????? ?????? ???? ?????????????????????????? ??????????????
Join programs led by Rohit Mande, ex-Chief Data Scientist at Barclays, with over 10 years of data science experience. 
?????????? ?????????????? ?????? ???? ??????????????????????????:Our comprehensive program covers Python, Math, Statistics, deep learning and Generative AI. This is a hands-on focused program where 20+ data science projects are built during live classes.
???????????????????? ??????????????????????:Designed to ace data science interviews. Open to those with data science knowledge. Includes 3 industry projects, live sessions, and mock interviews with experts. Prepare to succeed!
Subscribe to INTTRVU.ai's YouTube channel Now!


",Data Science,2390,322018,280,,Individual
UCOQDdjPiHB1X6MJSPNdr1ng,Tech Stories in 2 Minutes,"Learn everything about your dream role or entrepreneurial journey in just 2 minutes! On this channel, we share interviews with tech professionals and successful entrepreneurs who reveal how they landed their roles, built their businesses, what they earn, and their top career and business insights. Plus, stay updated with the latest tech job postings�all in concise, 2-minute videos.

If you're working in tech or running a business and want to share your journey or advice, reach out to us�we'd love to do a quick interview with you. Send us an email at adityasharma@hicounselor.com
",Diverse,69000,27736726,298,,Individual
UCBEAb12YsBDcCtdfxNWzNHQ,The Street Wire,,Not Available,1150,915019,180,,Company/brand
UCzDNsDnN55mXW65zSGAnHeQ,Purwadhika Digital Technology School,"Since 1987, Purwadhika Digital Technology School aims to support the development of digital movement through education. Purwadhika aspire to spawn new talents with digital skills from coding, digital marketing, data science, product management, UI/UX design, and visual design to be able to contribute in advancing the Digital Ecosystem in Indonesia or globally.

Purwadhika TV is an official Youtube channel of Purwadhika Digital Technology School.

Website : 
https://purwadhika.com/?utm_source=youtube&utm_medium=profile&utm_campaign=linkweb&utm_content=homepagepwdk 

Instagram:
https://www.instagram.com/purwadhikaschool/

WhatsApp:
wa.me/6285186029606

TikTok:
https://www.tiktok.com/@purwadhikaschool

FB Page:
https://www.facebook.com/purwadhikadigitalschool

LinkedIn:
https://www.linkedin.com/school/purwadhika/ 

Spotify & Apple Podcast:
Purwadhika Podclass

X:
https://x.com/purwadhikaclass

Medium:
https://medium.com/purwadhikaconnect
",Diverse,73300,7745952,981,,Individual
UCSDPSK2FGdBZYkg__aE1twg,Shailja Mishra,"I'm Shailja Mishra, a Data & Applied Scientist 2 at Microsoft with a passion for simplifying data careers.
I have mentored and taught more than 5000+ students in data domain

This channel is your go-to place if you're looking to build a strong foundation in Data & AI, prepare for interviews, and grow your career in the world of data.

?? What You�ll Find Here:

* Interview Prep Tips & Questions

* Skills & Tool Tutorials 

* Career Guidance for Data Analysts, Data Scientists & Data Engineers

Real Talk on Working in Big Tech

* Insights from Industry Experience

?? Hit Subscribe and let�s grow your data journey�step by step!

Disclaimer: The Views presented in this Video are solely mine. I am not representing any Company or organization. I am only telling my opinions not talking on behalf of any org.
",Data Science,783,131356,3,,Individual
UCAaklfxjPXBPdhxTVQUHweA,Co-Coder,"Coding tutorials, tech roadmaps, and everything you need to level up. ????",Diverse,1940,1131862,178,,Individual
UCvAgIbgiTX0iXUg02biu7Fw,Hochschule Karlsruhe,"Der offizielle Youtube-Kanal der Hochschule Karlsruhe.
Wir stellen hier Projekte von Studierenden vor, geben Einblick in spannende Forschungsprojekte, berichten von Veranstaltungen und zeigen, was alles auf dem Campus und dar�ber hinaus los ist.

Infos zu unseren Studienangeboten finden Sie hier:

https://www.h-ka.de

Bei Fragen rund um die Videos k�nnen Sie uns gerne kontaktieren, via E-Mail an:

video.pr(�tt)h-ka.de

oder per Post an:

Hochschule Karlsruhe (Die HKA)
Abteilung Presse und Kommunikation
Videoredaktion
Moltkestra�e 30
76133 Karlsruhe

Impressum:
https://www.h-ka.de/impressum
",Diverse,4340,1232078,338,,Company/brand
UCHEEZf5xSxfQD_t0o0pUaaw,Maggie In Data,"Navigating my 20s in Toronto as a data scientist working in tech. 

I also share daily data science content on instagram @maggieindata :)",Data Science,6150,5033913,204,,Individual
UCRdJBGp9r9ORl3Svd053IHA,The Incubator Hub,"Deliberate and strategic impact to lives and communities through Educational advancement, technological Education and Innovation.",Diverse,53000,2804370,684,,Company/brand
UCDR66fGjZxvdZl7g3x0xbWw,Uncodemy,"Uncodemy is among a couple of driving organizations in Delhi, Noida, NCR, India that give undeniable preparation in Data Science, Machine learning, Python programming, Tableau, Deep Learning, and Artificial Intelligence. We at the college target producing quality experts who can withstand the developing contest and rising intricacies in the innovative world. We are growing and leading the company of Delhi, Noida, NCR, India

THE UNCODEMY is an Educational and Professional improvement Organization established to propel the product and IT calling by advancing and perceiving demonstrable skills through training, counselling, gatherings and accreditation. 

Our objective is your preparation and Skilled Development. We at UNCODEMY centre around giving you the best aggregate interface and understudy support to guarantee that you get back to the get-togethers stage.
",Data Science,3630,372532,695,,Company/brand
UC9JWnvl5ZjZv09F5RqiLptw,SCALER,"SCALER, a school #wherethehungrylearn to enhance their coding skills and build a successful career in technology.

Programs designed for learners:

SCALER Academy: Industry-vetted curriculum, live classes from experts, 1:1 mentor guidance, and real-world projects

SCALER DSML: Advanced learning in DSML and Data Analytics, 80+ real-world case studies, 1:1 career guidance. Advanced AI&ML program with 50+ real-world AI projects and AI-assisted problem-solving support

SCALER School of Technology: Designed in collaboration with industry experts, 1-year paid internship, 1:1 mentorship, and 50+ real-world products for practical experience

SCALER School of Business: B-School built by Industry leaders for PGP in Management & Tech, learn tech skills using AI and build your own business with Scaler�s Innovation Lab

Join the SCALER community today to fuel your hunger for tech learning and career growth

Take the hunger test now: https://bit.ly/Scaler_ExploreNow
",Diverse,337000,52224655,1987,,Individual
UCVe8CMJF4caRzuckVYV8CaQ,Nishant Chahar,"Building Tayyari and Algoprep! ??

I am an Ex ex-Software Engineer @Microsoft, graduated from NSIT. 

I have interned at Samsung Research Institute Bangalore in the Network R&D team and I have won Smart India Hackathon'20. 

I love to paint, cook, and code.

For collaboration/commercial contact at
Email : contact.nishant11@gmail.com


**All the views on the channel are of my own; I do not represent any organisation or company. ",Diverse,563000,88566931,806,,Individual
UCAa5onWbr4nQI3C71bRkk7Q,ANKIT,,Not Available,131,116046,7,,Individual
UC9EM16FgJ0yxKW8j9NBpOyQ,Coding With Sagar,"New in Data-Science/AI/ML/Analytics? Join us for a fun and practical journey into the coding world, Master Programming languages and its essentials through real life scenarios. ",Data Science,433000,194,37670512,,Individual
UCxTlZrcW5kbq86ClNxzf5Tw,Coding knowledge ,"Official Channel of  Coding_knowledge.
?? What You�ll Learn Here: 
? Power BI, AI & Data Analytics
? JavaScript & Full-Stack Development
? Career & Placement Guidance
? Exclusive Tech Workshops & Webinars
",Diverse,3900,50,1274630,,Company/brand
UCPk2s5c4R_d-EUUNvFFODoA,Gohar Khan,"An MIT grad helping you survive college and life!

Hi! My name is Gohar Khan, and I graduated from MIT with a BSc in Computer Science, Economics, and Data Science, as well as in Business Analytics. On this channel, you can find my best study tips, college application advice, and life hacks.

Feel free to DM me on Instagram if you have any questions!
",Data Science,7210000,708,4855424735,,Individual
UCfQk5qGOEO5cPPDFlQe2lFQ,Your Average Tech Bro,"Always building stuff: Tech, Coding, AI
",Data Science,326000,102,11854119,,Individual
UCObs0kLIrDjX2LLSybqNaEA,Great Learning,"Great Learning is a global ed-tech company that provides professional and higher education programs, with a focus on online and blended learning. They offer courses and certificate programs in various domains like AI, Gen AI, technology, data science, and business, often in collaboration with top universities, including IITs, MIT Professional Education, Texas McCombs at UT Austin, JHU, Northwestern University, Deakin University & many more. Their goal is to help professionals enhance their skills and advance their careers. 

Great Learning aims to make quality education accessible to anyone who wants to learn. Great Learning Academy (https://www.mygreatlearning.com/academy), our commitment to aid free learning, offers 1200+ completely FREE courses in the most in-demand job domains. In addition to videos, you can earn certificates of completion, do assignments and projects, attend live sessions and interact with top faculty & industry experts.
",Diverse,980000,2252,75184809,,Company/brand
UCsvqVGtbbyHaMoevxPAq9Fg,Simplilearn,"Simplilearn is the world�s leading online training provider and has helped over 8 million professionals, and corporations acquire the skills they need to succeed in the digital economy. From artificial intelligence to cyber security, and from product management to software development, we work with the world�s leading universities, technology companies, and certification bodies to bring you the latest skills tied to the most rewarding careers. Whether you�re a recent graduate, seasoned professional, senior executive or manager looking to upskill your organization, we have the program for you. 
",Diverse,5720000,10179,492777963,,Individual
UCvmFLEdTaMlzghkCW1hESIA,geekyai,"Welcome to GeekyAI! Stay updated with the latest AI news, tools, and innovations. Join us to explore the future of AI and stay ahead in the tech world. Subscribe now!
",Data Science,631,18,10362,,Company/brand
UC68KSmHePPePCjW4v57VPQg,Python Programmer,"Hi I'm Giles, I make videos about learning ?? I have a degree in physics, a post graduate certificate in Data Science and am a former medical physics researcher and before all that I was a financial journalist. 

I share the best evidence based learning techniques to help you learn anything you want.



",Data Science,766000,225,49145036,,Individual
